Date&Time,RCActions,JoyActions,VehiclePosition,ShovelPosition,ArmHeight,ArmShortHeight,BladeImu,VehicleImu,GridMap,Grade
"20-04,09:40:10","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0)",,,146,110,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007847852539398797
y: 0.01849524735128772
z: -0.7792403439173262
w: -0.6264030838426178, 'angular_velocity': x: 0.0003001836594194174
y: -0.00022454606369137759
z: 0.0004617865197360516, 'linear_acceleration': x: 0.32361945000000003
y: -0.20593964999999878
z: 9.8262633}",,N/A
"20-04,09:40:11","(1500, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0)",,,145,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.00785978762715109
y: 0.018580356352981758
z: -0.7792026987055883
w: -0.6264472431308008, 'angular_velocity': x: 0.00032749027013778687
y: -0.0003654347965493798
z: 0.0001531136222183705, 'linear_acceleration': x: 0.32361945000000003
y: -0.20593964999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1894, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.9668472409248352, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1510, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.9503030180931091, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1534, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.8342684507369995, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1544, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.7762511372566223, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1550, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.7513865828514099, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1576, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.6187756061553955, 0.0, 0.0)",,,145,116,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1586, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.5690464973449707, 0.0, 0.0)",,,146,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1592, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.5358937978744507, 0.0, 0.0)",,,146,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1604, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.4778764843940735, 0.0, 0.0)",,,146,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1612, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.43640345335006714, 0.0, 0.0)",,,146,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1628, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.36180979013442993, 0.0, 0.0)",,,146,112,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1636, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.32036885619163513, 0.0, 0.0)",,,145,108,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1642, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.2872161269187927, 0.0, 0.0)",,,145,108,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1660, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.20433427393436432, 0.0, 0.0)",,,145,108,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1664, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.17946971952915192, 0.0, 0.0)",,,145,108,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1674, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.1297406107187271, 0.0, 0.0)",,,146,121,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1676, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.12145242094993591, 0.0, 0.0)",,,146,121,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1682, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.08829968422651291, 0.0, 0.0)",,,146,121,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1690, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.046858761459589005, 0.0, 0.0)",,,146,121,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1698, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, 0.0054178386926651, 0.0, 0.0)",,,146,121,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1700, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.0, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1700, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.0, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1700, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.0, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1704, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.021962083876132965, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1728, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.13799667358398438, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1744, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.2208785116672516, 0.0, 0.0)",,,144,117,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1758, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.2871840000152588, 0.0, 0.0)",,,145,120,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1774, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.370065838098526, 0.0, 0.0)",,,145,120,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1810, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.5524380207061768, 0.0, 0.0)",,,145,120,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1842, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.7099135518074036, 0.0, 0.0)",,,145,120,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007857300363196314
y: 0.018792301372547334
z: -0.7790940261463074
w: -0.6265761012544786, 'angular_velocity': x: -0.00014123250730335712
y: -5.279958713799716e-05
z: -3.624660894274711e-05, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.8458766}",,N/A
"20-04,09:40:14","(1856, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.7845072150230408, 0.0, 0.0)",,,145,120,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1862, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.8093717694282532, 0.0, 0.0)",,,145,115,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1872, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.859100878238678, 0.0, 0.0)",,,145,115,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1874, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.8673890233039856, 0.0, 0.0)",,,145,115,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1886, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.9254063367843628, 0.0, 0.0)",,,145,115,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
"20-04,09:40:14","(1886, 1500, 1500, 1500, 2000, 1500, 1500, 1500)","(-0.0, -0.0, 1.0, 0.0, 0.0, -0.9336945414543152, 0.0, 0.0)",,,145,115,"{'orientation': x: 0.033603819790102823
y: -0.6078678858304546
z: 0.005767800381342732
w: 0.7933058358226597, 'angular_velocity': x: 0.0
y: 0.0
z: 0.0, 'linear_acceleration': x: 0.0
y: 0.0
z: 0.0}","{'orientation': x: -0.007892504203330757
y: 0.018803326234191925
z: -0.779048530425509
w: -0.6266318939710821, 'angular_velocity': x: 0.00045657064765691757
y: -0.0003891515079885722
z: -0.0003978754393756389, 'linear_acceleration': x: 0.32361945000000003
y: -0.21574629999999878
z: 9.83606995}",,N/A
